NO,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지,위도,경도
195,우리치과의원,치과의원,02-431-3753,5773,"서울특별시 송파구 오금로 504, 4층 (거여동, 경원빌딩)",,37.4928623,127.1446697
196,유당한의원,한의원,408-3800,5773,"서울특별시 송파구 오금로 504, 2층 (거여동, 하나메디칼크리닉빌딩)",,37.4928623,127.1446697
197,정비뇨의학과의원,의원,02-431-9990,5773,"서울특별시 송파구 오금로 504, 하나빌딩 3층 (거여동)",,37.4928623,127.1446697
198,거여서울치과의원,치과의원,02-431-0119,5735,"서울특별시 송파구 거마로 55, 2층 (거여동)",,37.4978579,127.1462713
199,강지혜소아청소년과의원,의원,02-430-3150,5734,"서울특별시 송파구 거마로 61, 401호 (마천동, 한스어반타워)",,37.4984957,127.146426
200,마천서울내과의원,의원,02-408-8119,5734,"서울특별시 송파구 거마로 61, 강동중앙의원 2층 (마천동)",,37.4984957,127.146426
201,송파다인치과의원,치과의원,02-3012-2875,5734,"서울특별시 송파구 거마로 61, 402호 (마천동, 한스어반타워)",,37.4984957,127.146426
202,송파민이비인후과의원,의원,02-406-5075,5734,"서울특별시 송파구 거마로 61, 301호 (마천동)",,37.4984957,127.146426
203,수프라자약국,약국,02-443-7727,5734,"서울특별시 송파구 거마로 61, 1층 (마천동, 강동중앙의원)",,37.4984957,127.146426
204,차두천마취통증의학과의원,의원,02-449-9463,5734,"서울특별시 송파구 거마로 61, 강동중앙의원 302호 (마천동)",,37.4984957,127.146426
205,거여경희한의원,한의원,02-406-3375,5773,"서울특별시 송파구 양산로 42, 2층 (거여동, 성보빌딩)",,37.4926414,127.1445023
206,김철우내과의원,의원,02-407-4202,5773,"서울특별시 송파구 양산로 42, (거여동, 2층)",www.kimsmedical.co.kr/,37.4926414,127.1445023
207,서울안과의원,의원,02-409-1175,5773,"서울특별시 송파구 양산로 42, 3층 (거여동)",,37.4926414,127.1445023
208,성모행복정신건강의학과의원,의원,02-6930-5777,5773,"서울특별시 송파구 양산로 42, 성보빌딩 3층 (거여동)",,37.4926414,127.1445023
209,코코이비인후과의원,의원,02-449-5075,5773,"서울특별시 송파구 양산로 42, 4층 (거여동)",,37.4926414,127.1445023
210,행복약국,약국,02-403-4888,5773,"서울특별시 송파구 양산로 42, (거여동)",,37.4926414,127.1445023
211,서울열린치과의원,치과의원,02-409-2879,5773,"서울특별시 송파구 양산로 38, 5층 (거여동)",,37.4921392,127.1443242
212,화인신경외과의원,의원,02-6229-5000,5773,"서울특별시 송파구 양산로 38, 2,3층 (거여동)",,37.4921392,127.1443242
213,동네치과의원,치과의원,02-408-3336,5734,"서울특별시 송파구 마천로 263, 4층 (마천동)",,37.4983502,127.1463078
214,경희진심한의원,한의원,02-402-7790,5787,"서울특별시 송파구 양산로 12, 세신거여훼미리타운 201~204호 (거여동)",,37.4899347,127.1435829
215,소백약국,약국,02-400-8805,5787,"서울특별시 송파구 양산로 12, 세신거여훼미리타운 1층 107호 (거여동)",,37.4899347,127.1435829
216,아산현소아청소년과의원,의원,02-406-0407,5787,"서울특별시 송파구 양산로 12, (거여동, 거여세신훼미리타운)",,37.4899347,127.1435829
217,뉴서울정형외과의원,의원,02-448-8680,5735,"서울특별시 송파구 거마로 49, 초림빌딩 (거여동)",,37.4975194,127.1459982
218,고영근비뇨기과의원,의원,02-408-2177,5735,"서울특별시 송파구 마천로 264, 4층 (거여동, 흥일빌딩)",,37.4980924,127.1461657
219,단단치과의원,치과의원,02-400-0079,5773,"서울특별시 송파구 양산로 40, 드림빌딩 3층 (거여동)",,37.492405,127.1444021
220,바른몸재활의학과의원,의원,02-459-7575,5773,"서울특별시 송파구 양산로 40, 401,501호 (거여동)",,37.492405,127.1444021
221,샘물약국,약국,02-3402-0415,5735,"서울특별시 송파구 마천로 264, 흥일빌딩 1층 (거여동)",,37.4980924,127.1461657
222,서울더좋은치과의원,치과의원,02-401-2279,5735,"서울특별시 송파구 마천로 264, 흥일빌딩 2층 (거여동)",,37.4980924,127.1461657
223,송파365한의원,한의원,02-404-8875,5735,"서울특별시 송파구 마천로 264, 흥일빌딩 301호 (거여동)",,37.4980924,127.1461657
224,인성정신건강의학과의원,의원,02-430-6251,5735,"서울특별시 송파구 마천로 264, 4층 (거여동, 흥일빌딩)",,37.4980924,127.1461657
225,행복한서내과의원,의원,02-443-7826,5735,"서울특별시 송파구 마천로 264, 2층 3호 (거여동, 흥일빌딩)",,37.4980924,127.1461657
226,높은덕치과의원,치과의원,02-6959-2494,5274,"서울특별시 강동구 고덕로 390, 고덕아르테온아파트(상가1동) 205,206,207호 (상일동)",,37.5566264,127.1687802
227,모주현약국,약국,,5274,"서울특별시 강동구 고덕로 390, 고덕아르테온아파트(상가1동) 2층 204호 (상일동)",,37.5566264,127.1687802
228,문앤장내과의원,의원,02-6479-8275,5274,"서울특별시 강동구 고덕로 390, 고덕아르테온아파트(상가1동) 2층 209,211,212호 (상일제1동)",,37.5566264,127.1687802
229,강일바른내과의원,의원,02-3427-5507,5415,"서울특별시 강동구 아리수로93나길 80, 성산타워2 405~410호 (강일동)",,37.5725546,127.1762408
230,비안채한의원,한의원,02-741-2121,5415,"서울특별시 강동구 아리수로93나길 80, 성산타워2 201호 (강일동)",,37.5725546,127.1762408
231,비전약국,약국,02-6478-7388,5415,"서울특별시 강동구 아리수로93나길 80, 성산타워2 108호 (강일동)",,37.5725546,127.1762408
232,온빛치과의원,치과의원,02-428-2879,5415,"서울특별시 강동구 아리수로93나길 80, 성산타워2 3층 (강일동)",,37.5725546,127.1762408
233,강동김안과의원,의원,02-427-6006,5222,"서울특별시 강동구 고덕로 391, (고덕동)",www.kdkimeye.kr/,37.5572185,127.1689885
234,고덕정형외과의원,의원,02-3426-7588,5222,"서울특별시 강동구 고덕로 391, 2,3층 (고덕동)",,37.5572185,127.1689885
235,고덕편한내과의원,의원,02-441-7333,5222,"서울특별시 강동구 고덕로 391, 4층 (고덕동)",,37.5572185,127.1689885
236,라임의원,의원,02-442-2119,5222,"서울특별시 강동구 고덕로 391, 7층 (고덕동)",https://www.gd-lime.com/,37.5572185,127.1689885
237,본이비인후과의원,의원,02-481-0375,5222,"서울특별시 강동구 고덕로 391, 5층 (고덕동)",,37.5572185,127.1689885
238,스마일약국,약국,02-442-1008,5222,"서울특별시 강동구 고덕로 391, (고덕동)",,37.5572185,127.1689885
239,안녕소아청소년과의원,의원,02-429-4575,5222,"서울특별시 강동구 고덕로 391, 8층 (고덕동)",,37.5572185,127.1689885
240,황승하치과의원,치과의원,02-428-0753,5222,"서울특별시 강동구 고덕로 391, (고덕동)",,37.5572185,127.1689885
241,365다시재한방병원,한방병원,02-512-0750,5790,"서울특별시 송파구 위례서로 248, 3층 일부, 4층 (거여동)",,37.4866428,127.1422629
242,미래로치과의원,치과의원,02-408-2841,5790,"서울특별시 송파구 위례서로 248, 세계로병원 2층 202~203호 (거여동)",,37.4866428,127.1422629
243,서울세계로병원,병원,02-1670-9111,5790,"서울특별시 송파구 위례서로 248, 지하1층, 5~12층 (거여동)",,37.4866428,127.1422629
244,세계로메디칼약국,약국,02-404-1275,5790,"서울특별시 송파구 위례서로 248, 지하1층 L07, L08, L09호 (거여동)",,37.4866428,127.1422629
245,연세수피아산부인과의원,의원,02-408-8275,5790,"서울특별시 송파구 위례서로 248, 301~302호 (거여동)",,37.4866428,127.1422629
246,조외과의원,의원,02-408-0022,5735,"서울특별시 송파구 마천로 262, (거여동)",,37.4981819,127.145848
247,두레약국,약국,02-429-1662,5222,"서울특별시 강동구 고덕로83길 6, 101호 (고덕동)",,37.5574053,127.1689424
248,엄주명산부인과의원,의원,02-429-2876,5222,"서울특별시 강동구 고덕로83길 6, 2층 (고덕동)",,37.5574053,127.1689424
249,위례탑약국,약국,02-449-7843,5790,"서울특별시 송파구 위례서로 234, 212호 (거여동)",,37.4855311,127.1417988
250,유퍼스트이비인후과의원,의원,02-6429-6001,5790,"서울특별시 송파구 위례서로 234, 207~211호 (거여동)",,37.4855311,127.1417988
251,이아소치과의원,치과의원,02-401-2870,5790,"서울특별시 송파구 위례서로 234, 2층 213~216호 (거여동)",,37.4855311,127.1417988
252,경희한의원,한의원,02-441-5229,5222,"서울특별시 강동구 고덕로83길 12, 2층 (고덕동)",,37.5575836,127.1689327
253,마디로한의원,한의원,02-2135-5541,5772,"서울특별시 송파구 오금로 500, 동양빌딩 3층 (거여동)",,37.4928711,127.1440246
254,아트플란트치과의원,치과의원,02-404-2879,5772,"서울특별시 송파구 오금로 500, 동양빌딩 5층 (거여동)",,37.4928711,127.1440246
255,양성한의원,한의원,02-406-3258,5744,"서울특별시 송파구 오금로 497, 2층 (거여동)",,37.4934867,127.1442011
256,정경철치과의원,치과의원,02-448-6690,5744,"서울특별시 송파구 오금로 497, 2층 (거여동)",,37.4934867,127.1442011
257,김상곤내과의원,의원,02-429-1159,5222,"서울특별시 강동구 고덕로83길 14, (고덕동)",,37.55775,127.1689299
258,은행약국,약국,02-426-4565,5222,"서울특별시 강동구 고덕로83길 14, 2층 201호 (고덕동)",,37.55775,127.1689299
259,온누리모세종약국,약국,02-429-1427,5222,"서울특별시 강동구 고덕로83길 18, (고덕동)",,37.557982,127.1689055
260,연세두드림정형외과의원,의원,02-428-2228,5415,"서울특별시 강동구 아리수로93나길 66, 2층일부,3층 (강일동)",,37.5723922,127.1756074
261,고덕성심소아청소년과의원,의원,02-6416-6231,5274,"서울특별시 강동구 고덕로 380, 고덕아르테온아파트(상가2동) 2층 202호 (상일동)",,37.5564806,127.1681333
262,모두의한의원,한의원,02-442-3375,5274,"서울특별시 강동구 고덕로 380, 고덕아르테온(근린생활시설-2) 2동 207호 (상일동)",,37.5564806,127.1681333
263,바른손치과의원,치과의원,02-426-2800,5274,"서울특별시 강동구 고덕로 380, 고덕아르테온아파트(상가2동) 2층 203호,204호 (상일제1동)",,37.5564806,127.1681333
264,봄날약국,약국,02-6285-3691,5274,"서울특별시 강동구 고덕로 380, 고덕아르테온아파트(상가2동) 2층 206호 (상일동)",,37.5564806,127.1681333
265,상일약국,약국,02-481-9799,5274,"서울특별시 강동구 고덕로 380, 고덕아르테온(근린생활시설-2) 2동 1층 105-1호 (상일동)",,37.5564806,127.1681333
266,서울열린치과의원,치과의원,02-6413-2875,5274,"서울특별시 강동구 고덕로 380, 고덕아르테온아파트(상가2동) 208호 (상일동)",,37.5564806,127.1681333
267,고덕연세365소아청소년과의원,의원,02-6949-3330,5276,"서울특별시 강동구 고덕로80길 123, 고덕센트럴아이파크아파트(상가A동) 2층 201-203호, 205호, 209호 (상일동)",,37.5509309,127.165596
268,센트럴약국,약국,02-428-2123,5276,"서울특별시 강동구 고덕로80길 123, 고덕센트럴아이파크아파트(상가A동) 2층 206호 (상일제1동)",,37.5509309,127.165596
269,센트럴조은치과의원,치과의원,02-6953-6053,5276,"서울특별시 강동구 고덕로80길 123, 고덕센트럴아이파크아파트(상가A동) A동 3층 303~305호 (상일제1동)",,37.5509309,127.165596
270,해맑은소아청소년과의원,의원,02-428-3814,5222,"서울특별시 강동구 고덕로83길 26, 백두쇼핑센타 201호 (고덕동)",,37.5582549,127.1688416
271,상일정형외과의원,의원,02-429-0075,5223,"서울특별시 강동구 고덕로 385, 고덕그라시움아파트(상가4동) 3층 301~303,310~312호 (고덕동)",,37.5573672,127.1684125
272,서울바르디치과의원,치과의원,02-481-4278,5223,"서울특별시 강동구 고덕로 385, 고덕그라시움아파트 상가4동 201-204호 (고덕동)",,37.5573672,127.1684125
273,선약국,약국,02-3426-0457,5223,"서울특별시 강동구 고덕로 385, 고덕그라시움아파트(상가4동) 108,109호 (고덕동)",,37.5573672,127.1684125
274,천지인한의원,한의원,02-429-8008,5223,"서울특별시 강동구 고덕로 385, 고덕그라시움아파트(상가4동) 3층 306~309호 (고덕동)",,37.5573672,127.1684125
275,타임리스피부과의원,의원,02-441-7008,5223,"서울특별시 강동구 고덕로 385, 고덕그라시움아파트(상가4동) 4층 401~407호 (고덕동)",,37.5573672,127.1684125
276,하늘빛연세안과의원,의원,02-2135-9007,5223,"서울특별시 강동구 고덕로 385, 고덕그라시움(제4상가) 4층 410~412호 (고덕동)",,37.5573672,127.1684125
277,송파구보건지소,보건지소,02-2147-4840,5771,"서울특별시 송파구 양산로 5, (거여동, 송파구 보건지소)",http://www.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&c=1001&cate_id=BB3600000000,37.4897832,127.1425733
278,사회복지법인주몽재활의원,의원,070-8255-0355,5280,"서울특별시 강동구 상암로 369, (상일제1동)",,37.5461988,127.1633757
279,송파원정형외과의원,의원,02-443-1020,5744,"서울특별시 송파구 오금로 493, 드래곤월드 3,4,5층 (거여동)",,37.4936609,127.1437006
280,강일윤약국,약국,02-3427-2081,5415,"서울특별시 강동구 아리수로93나길 60, 골드프라자 109호 (강일동)",,37.5722862,127.1751791
281,서울아산내과의원,의원,02-442-2080,5415,"서울특별시 강동구 아리수로93나길 60, 골드프라자 4층 403,404,405호 (강일동)",,37.5722862,127.1751791
282,강일수약국,약국,02-428-4070,5201,"서울특별시 강동구 아리수로93나길 54, 경서프라자 103호 (강일동)",,37.5722002,127.174853
283,비타민소아청소년과의원,의원,02-427-1649,5415,"서울특별시 강동구 아리수로93나길 54, 경서프라자 4층 401,402호 (강일동)",,37.5722002,127.174853
284,정다운약국,약국,02-431-3459,5744,"서울특별시 송파구 오금로 487, 1층 (거여동)",,37.493907,127.1431914
285,경희동주한의원,한의원,02-428-8891,5201,"서울특별시 강동구 아리수로93나길 50, MK프라자 4층 403호 (강일동)",,37.5720997,127.174498
286,늘바른치과의원,치과의원,02-6416-2875,5201,"서울특별시 강동구 아리수로93나길 50, MK프라자 302호 (강일동)",,37.5720997,127.174498
287,튼튼약국,약국,02-426-2799,5201,"서울특별시 강동구 아리수로93나길 50, MK프라자 109호 (강일동)",,37.5720997,127.174498
288,푸른이비인후과의원,의원,02-481-5222,5201,"서울특별시 강동구 아리수로93나길 50, MK프라자 401~402호 (강일동)",,37.5720997,127.174498
289,송파새희망요양병원,요양병원,02-1544-3049,5772,"서울특별시 송파구 오금로 488, 삼원빌딩 (거여동)",,37.4934675,127.1429318
290,강일동녘치과의원,치과의원,02-426-2877,5415,"서울특별시 강동구 아리수로93나길 38, 아이메디컬 310호 (강일동)",,37.5719496,127.1739317
291,강일명문약국,약국,02-442-8788,5415,"서울특별시 강동구 아리수로93나길 38, 아이메디컬 107,108호 (강일동)",,37.5719496,127.1739317
