NO,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지
233,강동김안과의원,의원,02-427-6006,05222,"서울특별시 강동구 고덕로 391, (고덕동)",www.kdkimeye.kr/
234,고덕정형외과의원,의원,02-3426-7588,05222,"서울특별시 강동구 고덕로 391, 2,3층 (고덕동)",
235,고덕편한내과의원,의원,02-441-7333,05222,"서울특별시 강동구 고덕로 391, 4층 (고덕동)",
236,라임의원,의원,02-442-2119,05222,"서울특별시 강동구 고덕로 391, 7층 (고덕동)",https://www.gd-lime.com/
237,본이비인후과의원,의원,02-481-0375,05222,"서울특별시 강동구 고덕로 391, 5층 (고덕동)",
238,스마일약국,약국,02-442-1008,05222,"서울특별시 강동구 고덕로 391, (고덕동)",
239,안녕소아청소년과의원,의원,02-429-4575,05222,"서울특별시 강동구 고덕로 391, 8층 (고덕동)",
240,황승하치과의원,치과의원,02-428-0753,05222,"서울특별시 강동구 고덕로 391, (고덕동)",
241,365다시재한방병원,한방병원,02-512-0750,05790,"서울특별시 송파구 위례서로 248, 3층 일부, 4층 (거여동)",
242,미래로치과의원,치과의원,02-408-2841,05790,"서울특별시 송파구 위례서로 248, 세계로병원 2층 202~203호 (거여동)",
243,서울세계로병원,병원,02-1670-9111,05790,"서울특별시 송파구 위례서로 248, 지하1층, 5~12층 (거여동)",
244,세계로메디칼약국,약국,02-404-1275,05790,"서울특별시 송파구 위례서로 248, 지하1층 L07, L08, L09호 (거여동)",
245,연세수피아산부인과의원,의원,02-408-8275,05790,"서울특별시 송파구 위례서로 248, 301~302호 (거여동)",
246,조외과의원,의원,02-408-0022,05735,"서울특별시 송파구 마천로 262, (거여동)",
247,두레약국,약국,02-429-1662,05222,"서울특별시 강동구 고덕로83길 6, 101호 (고덕동)",
248,엄주명산부인과의원,의원,02-429-2876,05222,"서울특별시 강동구 고덕로83길 6, 2층 (고덕동)",
249,위례탑약국,약국,02-449-7843,05790,"서울특별시 송파구 위례서로 234, 212호 (거여동)",
250,유퍼스트이비인후과의원,의원,02-6429-6001,05790,"서울특별시 송파구 위례서로 234, 207~211호 (거여동)",
251,이아소치과의원,치과의원,02-401-2870,05790,"서울특별시 송파구 위례서로 234, 2층 213~216호 (거여동)",
252,경희한의원,한의원,02-441-5229,05222,"서울특별시 강동구 고덕로83길 12, 2층 (고덕동)",
253,마디로한의원,한의원,02-2135-5541,05772,"서울특별시 송파구 오금로 500, 동양빌딩 3층 (거여동)",
254,아트플란트치과의원,치과의원,02-404-2879,05772,"서울특별시 송파구 오금로 500, 동양빌딩 5층 (거여동)",
255,양성한의원,한의원,02-406-3258,05744,"서울특별시 송파구 오금로 497, 2층 (거여동)",
256,정경철치과의원,치과의원,02-448-6690,05744,"서울특별시 송파구 오금로 497, 2층 (거여동)",
257,김상곤내과의원,의원,02-429-1159,05222,"서울특별시 강동구 고덕로83길 14, (고덕동)",
258,은행약국,약국,02-426-4565,05222,"서울특별시 강동구 고덕로83길 14, 2층 201호 (고덕동)",
259,온누리모세종약국,약국,02-429-1427,05222,"서울특별시 강동구 고덕로83길 18, (고덕동)",
260,연세두드림정형외과의원,의원,02-428-2228,05415,"서울특별시 강동구 아리수로93나길 66, 2층일부,3층 (강일동)",
261,고덕성심소아청소년과의원,의원,02-6416-6231,05274,"서울특별시 강동구 고덕로 380, 고덕아르테온아파트(상가2동) 2층 202호 (상일동)",
262,모두의한의원,한의원,02-442-3375,05274,"서울특별시 강동구 고덕로 380, 고덕아르테온(근린생활시설-2) 2동 207호 (상일동)",
263,바른손치과의원,치과의원,02-426-2800,05274,"서울특별시 강동구 고덕로 380, 고덕아르테온아파트(상가2동) 2층 203호,204호 (상일제1동)",
264,봄날약국,약국,02-6285-3691,05274,"서울특별시 강동구 고덕로 380, 고덕아르테온아파트(상가2동) 2층 206호 (상일동)",
265,상일약국,약국,02-481-9799,05274,"서울특별시 강동구 고덕로 380, 고덕아르테온(근린생활시설-2) 2동 1층 105-1호 (상일동)",
266,서울열린치과의원,치과의원,02-6413-2875,05274,"서울특별시 강동구 고덕로 380, 고덕아르테온아파트(상가2동) 208호 (상일동)",
267,고덕연세365소아청소년과의원,의원,02-6949-3330,05276,"서울특별시 강동구 고덕로80길 123, 고덕센트럴아이파크아파트(상가A동) 2층 201-203호, 205호, 209호 (상일동)",
268,센트럴약국,약국,02-428-2123,05276,"서울특별시 강동구 고덕로80길 123, 고덕센트럴아이파크아파트(상가A동) 2층 206호 (상일제1동)",
269,센트럴조은치과의원,치과의원,02-6953-6053,05276,"서울특별시 강동구 고덕로80길 123, 고덕센트럴아이파크아파트(상가A동) A동 3층 303~305호 (상일제1동)",
270,해맑은소아청소년과의원,의원,02-428-3814,05222,"서울특별시 강동구 고덕로83길 26, 백두쇼핑센타 201호 (고덕동)",
271,상일정형외과의원,의원,02-429-0075,05223,"서울특별시 강동구 고덕로 385, 고덕그라시움아파트(상가4동) 3층 301~303,310~312호 (고덕동)",
272,서울바르디치과의원,치과의원,02-481-4278,05223,"서울특별시 강동구 고덕로 385, 고덕그라시움아파트 상가4동 201-204호 (고덕동)",
273,선약국,약국,02-3426-0457,05223,"서울특별시 강동구 고덕로 385, 고덕그라시움아파트(상가4동) 108,109호 (고덕동)",
274,천지인한의원,한의원,02-429-8008,05223,"서울특별시 강동구 고덕로 385, 고덕그라시움아파트(상가4동) 3층 306~309호 (고덕동)",
275,타임리스피부과의원,의원,02-441-7008,05223,"서울특별시 강동구 고덕로 385, 고덕그라시움아파트(상가4동) 4층 401~407호 (고덕동)",
276,하늘빛연세안과의원,의원,02-2135-9007,05223,"서울특별시 강동구 고덕로 385, 고덕그라시움(제4상가) 4층 410~412호 (고덕동)",
277,송파구보건지소,보건지소,02-2147-4840,05771,"서울특별시 송파구 양산로 5, (거여동, 송파구 보건지소)",http://www.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&c=1001&cate_id=BB3600000000
278,사회복지법인주몽재활의원,의원,070-8255-0355,05280,"서울특별시 강동구 상암로 369, (상일제1동)",
279,송파원정형외과의원,의원,02-443-1020,05744,"서울특별시 송파구 오금로 493, 드래곤월드 3,4,5층 (거여동)",
280,강일윤약국,약국,02-3427-2081,05415,"서울특별시 강동구 아리수로93나길 60, 골드프라자 109호 (강일동)",
281,서울아산내과의원,의원,02-442-2080,05415,"서울특별시 강동구 아리수로93나길 60, 골드프라자 4층 403,404,405호 (강일동)",
282,강일수약국,약국,02-428-4070,05201,"서울특별시 강동구 아리수로93나길 54, 경서프라자 103호 (강일동)",
283,비타민소아청소년과의원,의원,02-427-1649,05415,"서울특별시 강동구 아리수로93나길 54, 경서프라자 4층 401,402호 (강일동)",
284,정다운약국,약국,02-431-3459,05744,"서울특별시 송파구 오금로 487, 1층 (거여동)",
285,경희동주한의원,한의원,02-428-8891,05201,"서울특별시 강동구 아리수로93나길 50, MK프라자 4층 403호 (강일동)",
286,늘바른치과의원,치과의원,02-6416-2875,05201,"서울특별시 강동구 아리수로93나길 50, MK프라자 302호 (강일동)",
287,튼튼약국,약국,02-426-2799,05201,"서울특별시 강동구 아리수로93나길 50, MK프라자 109호 (강일동)",
288,푸른이비인후과의원,의원,02-481-5222,05201,"서울특별시 강동구 아리수로93나길 50, MK프라자 401~402호 (강일동)",
289,송파새희망요양병원,요양병원,02-1544-3049,05772,"서울특별시 송파구 오금로 488, 삼원빌딩 (거여동)",
290,강일동녘치과의원,치과의원,02-426-2877,05415,"서울특별시 강동구 아리수로93나길 38, 아이메디컬 310호 (강일동)",
291,강일명문약국,약국,02-442-8788,05415,"서울특별시 강동구 아리수로93나길 38, 아이메디컬 107,108호 (강일동)",
292,삼성튼튼마디의원,의원,02-481-8875,05415,"서울특별시 강동구 아리수로93나길 38, 아이메디컬 3층 301~305, 307~308호 (강일동)",
293,선율한의원,한의원,02-6952-9475,05415,"서울특별시 강동구 아리수로93나길 38, 아이메디컬 2층 210호 (강일동)",
294,한울치과보철과치과의원,치과의원,02-429-2804,05415,"서울특별시 강동구 아리수로93나길 38, 아이메디컬 201-202호 (강일동)",
295,장생당약국,약국,02-406-4256,05733,"서울특별시 송파구 마천로 237, 신동아아파트 상가동 104호 (마천동)",
296,사랑플러스치과의원,치과의원,02-401-5425,05737,"서울특별시 송파구 마천로 240, (마천동, 5층)",
297,상생의터한의원,한의원,02-430-7575,05737,"서울특별시 송파구 마천로 240, 301호 (마천동)",
298,우림약국,약국,02-430-1911,05744,"서울특별시 송파구 오금로 477, (거여동)",
299,강빛약국,약국,02-6949-5111,05201,"서울특별시 강동구 아리수로93나길 26, 성산타워 109,110호 (강일동)",
300,강일경희한의원,한의원,02-427-3800,05201,"서울특별시 강동구 아리수로93나길 26, 성산타워 3층 301~303호 (강일동)",
301,강일연세이비인후과의원,의원,02-427-0559,05201,"서울특별시 강동구 아리수로93나길 26, 성산타워 3층 304,305호 (강일동)",
302,고운누리소아청소년과의원,의원,02-427-9504,05201,"서울특별시 강동구 아리수로93나길 26, 성산타워 4층 401,402호 (강일동)",
303,바로콕마취통증의학과의원,의원,02-441-9908,05415,"서울특별시 강동구 아리수로93나길 26, 성산타워 403-405호 (강일동)",
304,연세센트럴치과의원,치과의원,02-441-2825,05201,"서울특별시 강동구 아리수로93나길 26, 성산타워 203~206호 (강일동)",
305,송파그랜드요양병원,요양병원,02-406-0999,05737,"서울특별시 송파구 마천로 238, 윤진프라자타워 (마천동)",
306,더사랑요양병원,요양병원,02-6959-5522,05733,"서울특별시 송파구 마천로 227, 보은빌딩 (마천동)",
307,경희바른정한의원,한의원,02-428-4284,05224,"서울특별시 강동구 고덕로 353, 고덕그라시움아파트(상가1동) 3층 304,305,306호 (고덕동)",
308,고덕리더스치과의원,치과의원,02-429-3300,05224,"서울특별시 강동구 고덕로 353, 고덕그라시움아파트(상가1동) 302,303호 (고덕동)",
309,고덕서울오케이치과의원,치과의원,02-426-0028,05224,"서울특별시 강동구 고덕로 353, 고덕그라시움아파트(상가1동) 310-314호 (고덕동)",
310,고덕약국,약국,02-427-9904,05224,"서울특별시 강동구 고덕로 353, 고덕그라시움아파트(상가1동) 208호 (고덕동)",
311,그라시움치과의원,치과의원,02-481-7528,05224,"서울특별시 강동구 고덕로 353, 고덕그라시움종합상가 2층 206,207호 (고덕동)",
312,서울본재활의학과의원,의원,02-6425-7575,05224,"서울특별시 강동구 고덕로 353, 고덕그라시움(제1상가) 2층 201, 221~226호 (고덕동)",
313,서울아산이비인후과의원,의원,02-3427-7582,05224,"서울특별시 강동구 고덕로 353, 고덕그라시움아파트(상가1동) 2층 227,228호 (고덕동)",
314,성모빛정신건강의학과의원,의원,02-6953-1905,05224,"서울특별시 강동구 고덕로 353, 고덕그라시움(제1상가) 238~240호 (고덕동)",
315,스타피부과의원,의원,02-3013-3301,05224,"서울특별시 강동구 고덕로 353, 고덕그라시움아파트(상가1동) 종합상가동 3층 301호 (고덕동)",
316,장동석내과의원,의원,02-427-4174,05224,"서울특별시 강동구 고덕로 353, 고덕그라시움아파트(상가1동) 2층 209~211호 (고덕동)",
317,조상희소아청소년과의원,의원,02-427-9920,05224,"서울특별시 강동구 고덕로 353, 고덕그라시움아파트 상가동 3층 318,319호 (고덕동)",
318,코아스이비인후과의원,의원,02-6953-1275,05224,"서울특별시 강동구 고덕로 353, 고덕그라시움아파트(상가1동) 3층 314~318호 (고덕동)",
319,명성김주형의원,의원,02-429-0123,05291,"서울특별시 강동구 상암로 334, (명일동)",
320,명성김주형한의원,한의원,02-429-0123,05291,"서울특별시 강동구 상암로 334, (명일동)",
321,성심약국,약국,02-404-7341,05739,"서울특별시 송파구 마천로 190, (오금동, 청전빌딩 104호)",
322,송파온마음치과의원,치과의원,02-431-0618,05739,"서울특별시 송파구 마천로 190, 청전빌딩 2층 (오금동)",
323,오금우리내과의원,의원,02-409-3030,05739,"서울특별시 송파구 마천로 190, 청전빌딩 3층 (오금동)",
324,윤정약국,약국,02-401-4021,05740,"서울특별시 송파구 오금로49길 31, 금호빌딩 (오금동)",
325,백성현치과의원,치과의원,02-403-1046,05770,"서울특별시 송파구 오금로 432, 209호 (가락동, 삼환가락상가)",
326,태극약국,약국,02-426-3696,05219,"서울특별시 강동구 아리수로76길 38, 1층 (고덕동)",
327,김형남치과의원,치과의원,02-404-4133,05786,"서울특별시 송파구 송이로31길 52, 201호 (문정동, 문정시영아파트 상가)",
328,중앙대영약국,약국,02-471-9732,05368,"서울특별시 강동구 동남로 635, (둔촌동)",
329,경희라인한의원,한의원,02-3401-1075,05799,"서울특별시 송파구 충민로 181, 로체프라자 301~304호 (장지동)",
330,김석훈치과의원,치과의원,449-5210,05770,"서울특별시 송파구 오금로 422, 2층 (가락동, 연암빌딩)",http://www.ksdental.co.kr/
331,화동한의원,한의원,02-401-5550,05782,"서울특별시 송파구 문정로13길 12, 우우빌딩 1층 (가락동)",
332,우리선약국,약국,02-477-7311,05368,"서울특별시 강동구 동남로49길 21-15, 1,지1층 (둔촌동)",
333,굿모닝약국,약국,02-401-0388,05769,"서울특별시 송파구 오금로 420, 한라산업개발빌딩 1층 (가락동)",
334,더기능가정의학과의원,의원,02-408-1364,05769,"서울특별시 송파구 오금로 420, 유니팜코리아 4층 일부호 (가락동)",
335,서울권치과의원,치과의원,02-6952-2788,05769,"서울특별시 송파구 오금로 420, 유니팜코리아 3층 (가락동)",
