NO,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지
234,솔찬한의원,한의원,032-511-8275,21401,"인천광역시 부평구 부일로 87, (부개동)",
235,푸른가정의학과의원,의원,032-361-7600,21401,"인천광역시 부평구 부일로 87, (부개동)",
236,논현조은약국,약국,032-422-7743,21667,"인천광역시 남동구 논고개로 80, 나로프라자 1층 104호 (논현동)",
237,맑은숲한의원,한의원,435-7711,21667,"인천광역시 남동구 논고개로 80, 301호 (논현동, 나로프라자)",
238,클린톡스의원,의원,032-423-3727,21667,"인천광역시 남동구 논고개로 80, 나로프라자 2층 201호 (논현동)",
239,퍼스트치과의원,치과의원,429-2275,21667,"인천광역시 남동구 논고개로 80, 나로프라자 5층 (논현동)",
240,화인마취통증의학과의원,의원,429-8288,21667,"인천광역시 남동구 논고개로 80, (논현동, 나노프라자 401호)",
241,정성욱치과의원,치과의원,032-515-2275,21420,"인천광역시 부평구 동수로188번길 8, 2층 (부개동)",
242,성수약국,약국,462-1808,21525,"인천광역시 남동구 백범로124번길 7, 122호 (만수동)",
243,올플란트치과의원,치과의원,032-437-5558,21684,"인천광역시 남동구 에코중앙로140번길 21, 희진빌딩 2층 (논현동)",
244,정광수치과의원,치과의원,032-461-1401,21525,"인천광역시 남동구 백범로124번길 7, 주공나동상가 205호 (만수동)",
245,태백한의원,한의원,467-1075,21525,"인천광역시 남동구 백범로124번길 7, 나동 205호 (만수동, 만수주공상가)",
246,도림한의원,한의원,441-1917,21645,"인천광역시 남동구 논고개로 313, 2층 (도림동, 현영빌딩)",
247,논현한의원,한의원,433-1079,21679,"인천광역시 남동구 논고개로 77, 3층 303호 (논현동)",
248,논현함박웃음치과의원,치과의원,032-426-2274,21679,"인천광역시 남동구 논고개로 77, 403호 (논현동,에코타워)",
249,이로운약국,약국,032-428-7466,21679,"인천광역시 남동구 논고개로 77, 에코타워 1층 109호 (논현동)",
250,이샘별소아청소년과의원,의원,032-432-2800,21679,"인천광역시 남동구 논고개로 77, 에코타워 203호 (논현동)",
251,해오름마취통증의학과의원,의원,032-431-4310,21684,"인천광역시 남동구 에코중앙로 152, 3층, 4층 전체호 (논현동)",
252,부개성심의원,의원,032-505-5059,21398,"인천광역시 부평구 수변로107번길 58, 인왕빌딩 2층 (부개동)",
253,아라약국,약국,032-201-5060,21539,"인천광역시 남동구 백범로 123, 상지프라자 1층 일부(107)호 (만수동)",
254,옵티마자연약국,약국,032-511-1356,21398,"인천광역시 부평구 수변로107번길 58, 인왕빌딩 (부개동)",
255,청원한의원,한의원,471-1030,21539,"인천광역시 남동구 백범로 123, 3층 302호 (만수동, 상지프라자)",
256,탑치과의원,치과의원,461-7528,21539,"인천광역시 남동구 백범로 123, 304호 (만수동, 상지프라자)",
257,논현모두약국,약국,434-9201,21667,"인천광역시 남동구 논고개로 86, 101호 (논현동, 모아프라자)",
258,다이아몬드치과의원,치과의원,032-438-7275,21667,"인천광역시 남동구 논고개로 86, 3층 (논현동, 모아프라자)",
259,인천수치과의원,치과의원,863-2879,21524,"인천광역시 남동구 만수서로 74, 4층 402호 (만수동, 새롬프라자)",
260,청강한의원,한의원,032-425-8775,21645,"인천광역시 남동구 논고개로 307, 201호 (도림동)",
261,한마음약국,약국,461-0972,21525,"인천광역시 남동구 만수로 14-70, (만수동)",
262,참정다운약국,약국,032-465-0891,21540,"인천광역시 남동구 소래로669번길 38, 1층 4호 (만수동)",
263,모두병원,병원,1588-0255,21667,"인천광역시 남동구 논고개로 88, 외 논고개로90 3층호 (논현동, 지하1층전부,1층일부,2,3,4,5,6,7층전부)",http://www.moduhosp.co.kr
264,백초향한의원,한의원,032-439-1075,21679,"인천광역시 남동구 논고개로 81, 3층 301,302호 (논현동, 우리들메디타워)",
265,연세준정신건강의학과의원,의원,032-435-1661,21679,"인천광역시 남동구 논고개로 81, 501호 (논현동, 우리들메디타워)",http://ysjp.co.kr
266,신명치과의원,치과의원,032-423-2875,21540,"인천광역시 남동구 소래로669번길 41, 2층 (만수동)",
267,동양약국,약국,032-553-7999,21012,"인천광역시 계양구 동양로 103, 104호 (동양동, 세진프라자)",
268,서울백내과의원,의원,032-552-7982,21012,"인천광역시 계양구 동양로 103, 402호 (동양동)",
269,진생한의원,한의원,032-554-0030,21012,"인천광역시 계양구 동양로 103, 2층 (동양동)",
270,남동구보건소,보건소,032-464-4001,21589,"인천광역시 남동구 소래로 633, (만수동)",http://www.namdong.go.kr/
271,21세기약국,약국,467-7582,21524,"인천광역시 남동구 만수로 47, 102호 (만수동)",
272,만수연세정형외과의원,의원,032-461-7575,21524,"인천광역시 남동구 만수로 47, 6층 ,703호704호 (만수동)",http://cafe.daum.net/mansooyonsei
273,민비뇨기과의원,의원,468-8866,21524,"인천광역시 남동구 만수로 47, 302호 (만수동)",
274,박태용안과의원,의원,032-469-3948,21524,"인천광역시 남동구 만수로 47, (만수동)",
275,세란내과의원,의원,464-8275,21524,"인천광역시 남동구 만수로 47, 2층 401호 (만수동)",http://www.se-ran.co.kr/
276,유승원치과의원,치과의원,032-468-2528,21524,"인천광역시 남동구 만수로 47, (만수동)",
277,유태선이비인후과의원,의원,463-0064,21524,"인천광역시 남동구 만수로 47, 402호 (만수동, 반도프라자)",
278,한솔약국,약국,032-468-3737,21524,"인천광역시 남동구 만수로 47, (만수동)",
279,향촌한의원,한의원,461-3858,21524,"인천광역시 남동구 만수로 47, 403,404호 (만수동)",
280,연세세린치과의원,치과의원,462-2828,21525,"인천광역시 남동구 백범로 132, (만수동, 만수프라자 201.202호)",
281,경희침앤추한의원 인천논현동본점,한의원,032-428-1072,21679,"인천광역시 남동구 논고개로 85, 골든프라자 2 5층 (논현동)",
282,서울에스(S)클래스치과의원,치과의원,228-8275,21679,"인천광역시 남동구 논고개로 85, 6층 601,602호 (논현동)",
283,찬솔외과의원,의원,032-715-8102,21679,"인천광역시 남동구 논고개로 85, 503,504,505호 (논현동)",
284,건강마을온누리약국,약국,465-8319,21540,"인천광역시 남동구 인주대로 847, A동 1층 일부호 (만수동)",
285,논현맑은의원,의원,032-422-8554,21679,"인천광역시 남동구 앵고개로847번길 50, 302호 (논현동, 토브타워)",
286,논현큰사랑약국,약국,421-8257,21679,"인천광역시 남동구 앵고개로847번길 50, 107,108호 (논현동, 토브타워)",
287,만수윤약국,약국,032-215-7910,21524,"인천광역시 남동구 만수로 45, 1층 일부호 (만수동)",
288,조내과의원,의원,463-9890,21524,"인천광역시 남동구 만수로 45, (만수동)",
289,동양수치과의원,치과의원,032-552-7528,21012,"인천광역시 계양구 동양로 101, 302호 (동양동, 명일프라자)",
290,동양한의원,한의원,032-555-7510,21012,"인천광역시 계양구 동양로 101, (동양동)",
291,우리들내과의원,의원,032-268-0090,21012,"인천광역시 계양구 동양로 101, 3층 303호 (동양동, 명일프라자)",
292,조은소아청소년과의원,의원,032-542-5427,21012,"인천광역시 계양구 동양로 101, 404호 (동양동, 명일프라자)",
293,탑이비인후과의원,의원,032-582-7975,21012,"인천광역시 계양구 동양로 101, 304호 (동양동, 명일프라자)",
294,경동약국,약국,465-1373,21539,"인천광역시 남동구 구월로 376, 101호 (만수동, 정은프라자)",
295,바른한의원,한의원,032-719-7107,21539,"인천광역시 남동구 구월로 376, 2층 203호 (만수동, 정은프라자)",
296,박내과의원,의원,032-468-0114,21539,"인천광역시 남동구 구월로 376, 201호 (만수동, 정은프라자)",
297,삼성메트로정형외과의원,의원,032-424-4114,21539,"인천광역시 남동구 구월로 376, 정은프라자 3층 301호 (만수동)",
298,연세플러스소아청소년과의원,의원,032-432-7580,21667,"인천광역시 남동구 청능대로 596, 논현홈플러스동 지하2층 L4호 (논현동)",
299,진약국,약국,439-7588,21667,"인천광역시 남동구 청능대로 596, B2층 J5호 (논현동, 홈플러스인천논현점)",
300,전병원,병원,,21540,"인천광역시 남동구 인주대로 845, 847, 하촌로 4-20동 (만수동, 신성빌딩)",www.jeonhospital.com/
301,해인한의원,한의원,472-2468,21539,"인천광역시 남동구 구월로372번길 93, 201호 (만수동)",
302,선치과의원,치과의원,471-7528,21524,"인천광역시 남동구 만수로 43, 3층 (만수동, 가야쇼핑)",
303,중화한의원,한의원,032-463-3888,21524,"인천광역시 남동구 만수로 43, 2층일부층 (만수동)",http://blog.naver.com/maylover04
304,홍피부과의원,의원,032-463-9107,21524,"인천광역시 남동구 만수로 43, 4층 (만수동, 가양쇼핑)",
305,논현새로운내과의원,의원,424-3334,21679,"인천광역시 남동구 논고개로 87, 논현메디스타워 401,402,405,406.407호 (논현동)",http://newmed3334.co.kr/index.asp
306,연성한의원,한의원,032-427-7510,21679,"인천광역시 남동구 논고개로 87, 503호, 504호 (논현동, 논현메디스타워)",
307,연세위드치과의원,치과의원,032-422-7728,21679,"인천광역시 남동구 논고개로 87, 논현메디스타워 2층, 3층 203호,204호,303호,304호호 (논현동)",
308,차세대건강약국,약국,429-5704,21679,"인천광역시 남동구 논고개로 87, 108호 (논현동, 논현메디스타워)",
309,동양약국,약국,462-8546,21524,"인천광역시 남동구 만수로 39, 2층 111호 (만수동, 만수상사아파트)",
310,현내과의원,의원,032-469-7733,21524,"인천광역시 남동구 만수로 39, A동 3층 4호 (만수동, 만수쇼핑)",http://www.hyunmed.com/index.asp
311,더365치과의원,치과의원,032-463-2879,21524,"인천광역시 남동구 만수서로 62, 306, 307호 (만수동)",
312,더본마취통증의학과의원,의원,032-465-0258,21524,"인천광역시 남동구 만수서로 62, JJ스타프라자 403,404,405,406호 (만수동)",
313,아빠약국,약국,032-467-3338,21524,"인천광역시 남동구 만수서로 62, (만수동)",
314,한희연소아청소년과의원,의원,032-245-3700,21524,"인천광역시 남동구 만수서로 62, 401,402호 (만수동)",
315,딸기소아청소년과의원,의원,032-435-4275,21679,"인천광역시 남동구 앵고개로847번길 64, 3층 302호 (논현동, 골든프라자)",
316,휴먼시아약국,약국,032-425-2060,21679,"인천광역시 남동구 앵고개로847번길 64, 골든프라자 (논현동)",
317,박가정의학과의원,의원,032-514-4867,21421,"인천광역시 부평구 동수로 168-1, 2,3층 (부개동)",
318,부일치과의원,치과의원,032-529-7528,21421,"인천광역시 부평구 동수로 168-1, 4층 (부개동, 승민빌딩)",
319,메디엘내과의원,의원,032-716-6165,21539,"인천광역시 남동구 구월로 368, 2층 (만수동)",
320,유디논현치과의원,치과의원,032-231-2875,21666,"인천광역시 남동구 청능대로 593, 신성프라자 7층 (논현동)",
321,경희논현봄한의원,한의원,231-0078,21679,"인천광역시 남동구 논고개로 93, 3층 306호, 307일부호 (논현동, 보미리즌텔)",
322,보미퍼스트치과의원,치과의원,032-439-2755,21679,"인천광역시 남동구 논고개로 93, 4층 405~411호 (논현동, 보미리즌텔)",
323,수아로피부과의원,의원,442-1275,21679,"인천광역시 남동구 논고개로 93, 307호일부~310호일부호 (논현동, 보미리즌텔)",
324,만수포레한의원,한의원,032-464-7582,21524,"인천광역시 남동구 만수서로 60, 향촌 필러스프라자 1층 108호 (만수동)",
325,엔치과의원,치과의원,032-473-7522,21524,"인천광역시 남동구 만수서로 60, 302호 (만수동, 필러스프라자)",
326,명성준한의원,한의원,467-8141,21524,"인천광역시 남동구 만수로 33, 2층 (만수동)",
327,덕수치과의원,치과의원,032-361-2880,21350,"인천광역시 부평구 부개로 14, (부개동, 주공6단지상가)",
328,김찬식안과의원,의원,032-463-5606,21524,"인천광역시 남동구 만수로37번길 8-8, (만수동)",
329,임치유한의원,한의원,462-9456,21524,"인천광역시 남동구 만수로37번길 8-8, (만수동)",
330,평강한의원,한의원,462-8815,21539,"인천광역시 남동구 구월로 366-1, (만수동)",
331,해인치과의원,치과의원,032-361-7531,21347,"인천광역시 부평구 부개로 58, 204호 (부개동, 한신상가)",
332,허브치과의원,치과의원,032-473-2875,21524,"인천광역시 남동구 만수로 31-1, 2층 (만수동)",
333,가로수정신건강의학과의원,의원,032-437-5700,21666,"인천광역시 남동구 논고개로 114, 에이스타워 203호 (논현동)",
334,논현연세정형외과의원,의원,423-7117,21666,"인천광역시 남동구 논고개로 114, 에이스타워 6층 703호 (논현동)",
335,메가비뇨의학과의원,의원,032-426-8600,21666,"인천광역시 남동구 논고개로 114, 에이스타워 301,302호 (논현동)",
336,서울플러스치과의원,치과의원,032-437-2275,21666,"인천광역시 남동구 논고개로 114, 5층 501호 (논현동)",
337,아빠곰 약국,약국,032-439-7500,21666,"인천광역시 남동구 논고개로 114, 에이스타워 101,102호 (논현동)",
338,중앙약국,약국,032-429-4688,21666,"인천광역시 남동구 논고개로 114, 105호 (논현동, 에이스타워)",
